timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-09-07,4273.95,4712.12,4271.81,4291.59,99.9667,2025-09-07 03:59:59.999,428972.922079,434,50.5303,216760.485457,0
