timestamp,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-07-20 07:00:00,0.009617,0.009639,0.009559,0.00958,228220086.5,1752998399999,2190945.4680764,457,144254013.20000000,1385323.84288110,0
2025-07-20 08:00:00,0.009574,0.009686,0.009552,0.009673,298630259.7,1753001999999,2876896.0783208,606,217434395.40000000,2094724.51243010,0
2025-07-20 09:00:00,0.009673,0.009754,0.009668,0.00969,232265042.7,1753005599999,2254288.8048042,476,167037952.70000000,1620986.00618280,0
2025-07-20 10:00:00,0.009687,0.00974,0.009645,0.009657,239597488.4,1753009199999,2322365.5351405,498,126171182.80000000,1223028.13584760,0
2025-07-20 11:00:00,0.009658,0.009746,0.009644,0.009702,185502155.3,1753012799999,1796695.0926325,379,134644974.40000000,1303658.60375110,0
2025-07-20 12:00:00,0.009702,0.009711,0.009625,0.009648,232324942.0,1753016399999,2247064.0715832,474,126911206.30000000,1226952.36463340,0
2025-07-20 13:00:00,0.009649,0.009842,0.009642,0.009826,281542390.2,1753019999999,2743329.3653295,593,225832425.70000000,2199885.11123860,0
2025-07-20 14:00:00,0.009807,0.009807,0.009568,0.009678,311786749.3,1753023599999,3007362.0675254,655,186412534.20000000,1796788.43648940,0
2025-07-20 15:00:00,0.009678,0.009784,0.009678,0.009781,277407519.4,1753027199999,2697727.2515474,584,190967000.10000000,1856948.38574720,0
2025-07-20 16:00:00,0.009771,0.009869,0.009768,0.009791,317158688.5,1753030799999,3113919.7604547,694,193259709.30000000,1897133.53358960,0
2025-07-20 17:00:00,0.009788,0.009802,0.009624,0.009644,339450669.3,1753034399999,3302666.7188293,715,189213183.90000000,1841476.27830890,0
2025-07-20 18:00:00,0.009648,0.00977,0.009648,0.00977,292492643.4,1753037999999,2837041.4327968,612,207343608.60000000,2011803.69216510,0
2025-07-20 19:00:00,0.00977,0.009962,0.009737,0.009907,270367268.9,1753041599999,2655729.0524715,582,169327003.50000000,1662557.70634700,0
2025-07-20 20:00:00,0.009907,0.009907,0.0097,0.0097,261293391.6,1753045199999,2551409.1701678,547,150559986.80000000,1469246.81061830,0
2025-07-20 21:00:00,0.0097,0.009751,0.00958,0.009751,190215091.1,1753048799999,1835447.6151217,396,129467513.00000000,1249310.96379530,0
2025-07-20 22:00:00,0.009756,0.009758,0.009402,0.009555,392203529.2,1753052399999,3757040.7112924,840,199731817.80000000,1910673.97261040,0
2025-07-20 23:00:00,0.009554,0.009605,0.009458,0.009586,351251419.8,1753055999999,3346822.6627294,747,199653693.70000000,1902580.84430040,0
2025-07-21 00:00:00,0.009576,0.009587,0.009391,0.009548,366927341.7,1753059599999,3475949.6482617,777,224598637.80000000,2127928.88854330,0
2025-07-21 01:00:00,0.009549,0.009601,0.009434,0.009587,363049200.0,1753063199999,3461203.2848895,771,245580806.70000000,2342496.64960860,0
2025-07-21 02:00:00,0.009587,0.00977,0.00957,0.009764,351639162.6,1753066799999,3408886.4351141,746,251797252.00000000,2440682.30364280,0
2025-07-21 03:00:00,0.009763,0.009847,0.009739,0.009793,282868133.2,1753070399999,2765748.5855548,606,176781020.70000000,1728535.34756330,0
2025-07-21 04:00:00,0.009792,0.009826,0.009761,0.009783,210755620.0,1753073999999,2063683.8242961,432,124349731.90000000,1217541.31634910,0
2025-07-21 05:00:00,0.009766,0.009901,0.009728,0.009891,239615484.2,1753077599999,2348689.2550597,510,172671640.40000000,1692995.36622820,0
2025-07-21 06:00:00,0.009892,0.009923,0.009849,0.00986,212542848.2,1753081199999,2101593.7248867,447,132890177.90000000,1313743.80393550,0
2025-07-21 07:00:00,0.009858,0.009964,0.009855,0.009913,265644114.3,1753084799999,2632842.1492141,575,174626752.30000000,1730474.28148380,0
2025-07-21 08:00:00,0.009913,0.009959,0.009852,0.009876,242549641.3,1753088399999,2403260.2405385,500,169990441.90000000,1683962.91173800,0
2025-07-21 09:00:00,0.009871,0.009899,0.009739,0.00979,256446971.9,1753091999999,2516294.2392325,535,143141520.10000000,1403927.69985310,0
2025-07-21 10:00:00,0.009789,0.009866,0.009731,0.009866,267113824.6,1753095599999,2614391.1432929,565,190196320.50000000,1862108.67548320,0
2025-07-21 11:00:00,0.009864,0.009887,0.009778,0.009797,238791589.3,1753099199999,2348193.0048342,498,152374362.60000000,1498710.36005480,0
2025-07-21 12:00:00,0.009789,0.009843,0.009692,0.009813,290134195.1,1753102799999,2837993.1822115,610,194596883.60000000,1903745.26927930,0
2025-07-21 13:00:00,0.009808,0.009882,0.009714,0.009868,322902779.2,1753106399999,3159434.3733284,693,195332870.60000000,1911544.04761250,0
2025-07-21 14:00:00,0.009869,0.009876,0.009748,0.009773,293110915.8,1753109999999,2872011.5794835,627,146859798.30000000,1438905.14568280,0
2025-07-21 15:00:00,0.009777,0.009853,0.009673,0.009709,305445211.1,1753113599999,2982801.5545813,657,178518323.80000000,1744141.41279500,0
2025-07-21 16:00:00,0.009709,0.009713,0.009522,0.009668,342623673.6,1753117199999,3296564.7588225,730,203023912.20000000,1953358.54178010,0
2025-07-21 17:00:00,0.009667,0.009765,0.009615,0.009656,349915670.5,1753120799999,3388589.1762659,749,211236388.60000000,2045724.55849920,0
2025-07-21 18:00:00,0.009657,0.00971,0.009479,0.00949,243843850.2,1753124399999,2347825.6571398,501,138593499.40000000,1334555.63230730,0
2025-07-21 19:00:00,0.009491,0.009539,0.009364,0.009416,332606435.5,1753127999999,3144564.9772175,690,179704178.90000000,1698522.19230610,0
2025-07-21 20:00:00,0.009416,0.009521,0.009385,0.009468,324342533.0,1753131599999,3069139.6767619,661,216741366.90000000,2051291.58657500,0
2025-07-21 21:00:00,0.00946,0.009505,0.009413,0.009453,196842924.6,1753135199999,1863753.5297157,390,130897865.90000000,1239117.82696240,0
2025-07-21 22:00:00,0.009441,0.009558,0.009441,0.009537,214135833.1,1753138799999,2035782.1330639,419,135580150.70000000,1288370.91048020,0
